Vds,Vg=0,Vg=0.5,Vg=1,Vg=1.5,Vg=2,Vg=2.5,Vg=3,Vg=3.5,Vg=4,Vg=4.5,Vg=5,Vg=5.5,Vg=6,Vg=6.5,Vg=7,Vg=7.5,Vg=8
0.0,-1.5133200000000001e-05,-1.56049e-05,-2.62568e-05,-0.00010030199999999999,-0.000124606,-0.000136445,-0.000141552,-0.000160973,-0.000152259,-0.000170435,-0.000166995,-0.000172968,-0.000181554,-0.00017415699999999998,-0.000191167,-0.000182958,-0.00019493899999999998
0.1,0.00330987,0.00549719,0.0177213,0.0251365,0.029978,0.033462,0.0361811,0.038387899999999996,0.0402567,0.0418611,0.0432368,0.044529900000000004,0.0455522,0.046159599999999995,0.0469702,0.0477091,0.0483248
0.2,0.00646486,0.00923339,0.0335128,0.0490939,0.0590559,0.0661204,0.0716042,0.0760132,0.0797213,0.08291910000000001,0.085657,0.0882116,0.0902199,0.0914362,0.0930496,0.094473,0.0957018
0.30000000000000004,0.009558899999999999,0.0125123,0.0471553,0.0718161,0.0872392,0.0980702,0.106414,0.113134,0.118742,0.123616,0.127787,0.13164399999999998,0.13471,0.136578,0.139029,0.141232,0.14308300000000002
0.4,0.0127432,0.015846799999999998,0.0586326,0.09349149999999999,0.114895,0.129816,0.141262,0.150495,0.15823,0.16496,0.170712,0.176064,0.180364,0.182938,0.18639,0.189425,0.192036
0.5,0.0160483,0.0193051,0.06781290000000001,0.114153,0.142178,0.16162300000000002,0.17650000000000002,0.188595,0.198703,0.207527,0.215087,0.222146,0.22784500000000002,0.231237,0.235856,0.239895,0.243365
0.6000000000000001,0.0194971,0.022900399999999998,0.074774,0.133716,0.169139,0.193605,0.212363,0.227586,0.240351,0.251519,0.261054,0.270076,0.27730499999999997,0.281632,0.28758100000000003,0.29266699999999995,0.297172
0.7000000000000001,0.023088,0.0266363,0.0801476,0.15202400000000002,0.195748,0.225808,0.24879600000000002,0.267486,0.283114,0.296819,0.308568,0.319647,0.32861799999999997,0.334003,0.341365,0.347615,0.353175
0.8,0.0268181,0.0305149,0.0849488,0.168908,0.22189799999999998,0.25809,0.285692,0.308085,0.326861,0.343314,0.357416,0.370755,0.381566,0.388096,0.396946,0.4045,0.411279
0.9,0.030666900000000004,0.0345194,0.0897063,0.184132,0.24742999999999998,0.290293,0.322849,0.349271,0.371314,0.390751,0.407346,0.423037,0.435851,0.44357100000000005,0.45409299999999997,0.463023,0.470977
1.0,0.0346274,0.0386431,0.09454789999999999,0.197481,0.272134,0.32226299999999997,0.36016899999999996,0.39080099999999995,0.41644400000000004,0.438955,0.45823,0.476504,0.49135900000000005,0.500388,0.512644,0.523004,0.532263
1.1,0.0386923,0.0428754,0.0994886,0.208788,0.295865,0.353887,0.397493,0.432663,0.46201899999999996,0.487872,0.509964,0.5308449999999999,0.547949,0.558331,0.57243,0.584392,0.5950350000000001
1.2000000000000002,0.0428517,0.047210499999999996,0.104528,0.21807,0.318433,0.38498699999999997,0.434667,0.474634,0.507974,0.537277,0.5623549999999999,0.586025,0.6054879999999999,0.617452,0.633414,0.6470739999999999,0.659102
1.3,0.047092999999999996,0.051639,0.109672,0.225737,0.339646,0.415464,0.47163499999999997,0.5166609999999999,0.554163,0.5871799999999999,0.615363,0.6420319999999999,0.6639630000000001,0.677483,0.69555,0.711046,0.72456
1.4000000000000001,0.0514129,0.056151099999999995,0.114893,0.23255199999999998,0.359303,0.44512799999999997,0.508246,0.5587030000000001,0.600604,0.637548,0.6689499999999999,0.698726,0.723298,0.738658,0.758682,0.776094,0.791296
1.5,0.0558058,0.060745799999999996,0.120212,0.239113,0.377224,0.473858,0.544401,0.600544,0.647076,0.688136,0.722895,0.755895,0.78325,0.800631,0.822846,0.842037,0.859122
1.6,0.0602648,0.0654234,0.125618,0.24563599999999997,0.39320499999999997,0.501539,0.579987,0.642085,0.693596,0.738789,0.777297,0.813781,0.843961,0.863199,0.887829,0.909018,0.927983
1.7000000000000002,0.06478550000000001,0.0701698,0.1311,0.252158,0.407138,0.5280499999999999,0.6149,0.6833880000000001,0.739972,0.789666,0.831876,0.871948,0.9051130000000001,0.9265570000000001,0.953317,0.976712,0.9975019999999999
1.8,0.06936479999999999,0.0749836,0.136668,0.258734,0.419028,0.553222,0.6490699999999999,0.7242639999999999,0.78628,0.840505,0.8866689999999999,0.9304060000000001,0.9667830000000001,0.9901669999999999,1.02083,1.04641,1.06934
1.9000000000000001,0.0739992,0.079867,0.142303,0.265342,0.429178,0.576894,0.6823750000000001,0.764614,0.8322419999999999,0.8912110000000001,0.9414129999999999,0.988916,1.03091,1.05556,1.0874700000000002,1.11516,1.14
2.0,0.0786906,0.0848168,0.148011,0.272014,0.438103,0.5989329999999999,0.7145819999999999,0.8042900000000001,0.877736,0.941855,0.9961530000000001,1.049,1.09269,1.12002,1.15454,1.1843400000000002,1.21103
2.1,0.08338680000000001,0.0897895,0.153741,0.278679,0.446373,0.6189439999999999,0.745483,0.8429610000000001,0.922404,0.991565,1.05161,1.1070900000000001,1.15424,1.18365,1.22086,1.25311,1.28201
2.2,0.0881942,0.09488379999999999,0.159612,0.28545699999999996,0.45449,0.637212,0.7754920000000001,0.88123,0.966897,1.0431,1.10618,1.16556,1.2163199999999998,1.24829,1.28811,1.32274,1.35383
2.3000000000000003,0.0930334,0.10002599999999999,0.165519,0.292242,0.462441,0.65332,0.803855,0.918234,1.01208,1.09226,1.15994,1.2236099999999999,1.2782799999999999,1.3122800000000001,1.35513,1.39248,1.42565
2.4000000000000004,0.0979478,0.105257,0.17152399999999998,0.299093,0.470349,0.667321,0.830769,0.9544119999999999,1.05529,1.1411900000000001,1.2136,1.28163,1.3402699999999999,1.37663,1.42259,1.46224,1.49798
2.5,0.102897,0.110537,0.177565,0.305946,0.478166,0.679349,0.855889,0.9891559999999999,1.09741,1.18929,1.26666,1.3390900000000001,1.40262,1.4407599999999998,1.48929,1.53185,1.5698400000000001
2.6,0.10794,0.11592200000000001,0.183693,0.31284599999999996,0.48595099999999997,0.689968,0.879219,1.0242,1.13872,1.23658,1.3194000000000001,1.39621,1.46496,1.50498,1.5565200000000001,1.60158,1.6421599999999998
2.7,0.11304299999999999,0.12137300000000001,0.189867,0.31973599999999996,0.49366299999999996,0.699594,0.9005000000000001,1.05651,1.1789,1.28321,1.37115,1.45279,1.52549,1.56838,1.6232900000000001,1.67109,1.7139499999999999
2.8000000000000003,0.11824799999999999,0.126928,0.196105,0.326659,0.501357,0.708785,0.919674,1.0871,1.2178600000000002,1.3288799999999998,1.4224,1.5085899999999999,1.58552,1.63154,1.68995,1.74021,1.7857800000000001
2.9000000000000004,0.12358399999999999,0.132612,0.202409,0.333624,0.5090579999999999,0.717738,0.936733,1.11629,1.25592,1.37378,1.47304,1.5641500000000002,1.6458,1.69459,1.75644,1.80956,1.8576300000000001
3.0,0.12902200000000003,0.138381,0.208766,0.340578,0.516744,0.726517,0.951744,1.1436199999999999,1.2925499999999999,1.41762,1.52248,1.61891,1.70502,1.75782,1.82209,1.87844,1.92903
3.1,0.134629,0.14430500000000002,0.21522,0.34761200000000003,0.5244800000000001,0.7352390000000001,0.964847,1.1692799999999999,1.3279699999999999,1.46049,1.57165,1.67334,1.76383,1.81996,1.88798,1.94727,2.00056
3.2,0.140364,0.150338,0.221733,0.354645,0.532172,0.743905,0.976498,1.19291,1.3619400000000002,1.5022099999999998,1.61967,1.72671,1.82204,1.8821,1.95284,2.01537,2.07147
3.3000000000000003,0.14626799999999998,0.156526,0.228341,0.361752,0.5399619999999999,0.752564,0.987178,1.21458,1.39448,1.5429,1.66697,1.77945,1.88013,1.94309,2.0180100000000003,2.08331,2.1422
3.4000000000000004,0.152313,0.16282,0.235002,0.3689,0.547736,0.7611840000000001,0.9973420000000001,1.2342,1.4253600000000002,1.5823,1.71302,1.83128,1.92827,2.00411,2.0821799999999997,2.15092,2.21244
3.5,0.158532,0.169275,0.24178,0.37612399999999996,0.5555920000000001,0.769846,1.00866,1.25183,1.45472,1.62058,1.7584,1.8823500000000002,1.94672,2.06455,2.1461200000000002,2.21815,2.28294
3.6,0.164877,0.17583400000000002,0.248609,0.38339599999999996,0.563504,0.778462,1.01834,1.2673599999999998,1.48229,1.6573600000000002,1.8024600000000002,1.93255,2.00918,2.1237399999999997,2.20898,2.28471,2.35277
3.7,0.171404,0.18255100000000002,0.255564,0.390758,0.571446,0.7871739999999999,1.02798,1.28125,1.50805,1.69289,1.84549,1.98204,2.06534,2.18271,2.2721899999999997,2.35095,2.42199
3.8000000000000003,0.17805100000000001,0.18938,0.262582,0.398175,0.579438,0.795873,1.03751,1.29371,1.5319,1.7268999999999999,1.88736,2.03025,2.1195,2.2408200000000003,2.33452,2.41696,2.4910900000000002
