vdd	Id(Mnmos@1)
Step Information: Vin=1  (Run: 1/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	2.563804e-004
2.000000000000000e-001	5.024500e-004
3.000000000000000e-001	7.382534e-004
4.000000000000000e-001	9.638345e-004
5.000000000000000e-001	1.179237e-003
6.000000000000000e-001	1.384506e-003
7.000000000000000e-001	1.579683e-003
7.999999999999999e-001	1.764812e-003
8.999999999999999e-001	1.939936e-003
9.999999999999999e-001	2.105098e-003
1.100000000000000e+000	2.260340e-003
1.200000000000000e+000	2.405704e-003
1.300000000000000e+000	2.541232e-003
1.400000000000000e+000	2.666967e-003
1.500000000000000e+000	2.782949e-003
1.600000000000000e+000	2.889219e-003
1.700000000000000e+000	2.985819e-003
1.800000000000001e+000	3.072790e-003
1.900000000000001e+000	3.150172e-003
2.000000000000000e+000	3.218006e-003
2.100000000000001e+000	3.276331e-003
2.200000000000001e+000	3.325187e-003
2.300000000000001e+000	3.364614e-003
2.400000000000001e+000	3.394652e-003
2.500000000000001e+000	3.415340e-003
2.600000000000001e+000	3.426717e-003
2.700000000000001e+000	3.429217e-003
2.800000000000001e+000	3.429403e-003
2.900000000000001e+000	3.429589e-003
3.000000000000001e+000	3.429775e-003
3.100000000000001e+000	3.429961e-003
3.200000000000002e+000	3.430147e-003
3.300000000000002e+000	3.430333e-003
3.400000000000002e+000	3.430519e-003
3.500000000000002e+000	3.430706e-003
3.600000000000002e+000	3.430892e-003
3.700000000000002e+000	3.431078e-003
3.800000000000002e+000	3.431264e-003
3.900000000000002e+000	3.431450e-003
4.000000000000002e+000	3.431636e-003
4.100000000000001e+000	3.431822e-003
4.200000000000001e+000	3.432009e-003
4.300000000000001e+000	3.432195e-003
4.400000000000000e+000	3.432381e-003
4.500000000000000e+000	3.432567e-003
4.600000000000000e+000	3.432753e-003
4.699999999999999e+000	3.432940e-003
4.799999999999999e+000	3.433126e-003
4.899999999999999e+000	3.433312e-003
4.999999999999998e+000	3.433498e-003
5.099999999999998e+000	3.433685e-003
5.199999999999998e+000	3.433871e-003
5.299999999999997e+000	3.434057e-003
5.399999999999997e+000	3.434244e-003
5.499999999999996e+000	3.434430e-003
5.599999999999996e+000	3.434616e-003
5.699999999999996e+000	3.434802e-003
5.799999999999995e+000	3.434989e-003
5.899999999999995e+000	3.435175e-003
5.999999999999995e+000	3.435361e-003
6.099999999999994e+000	3.435548e-003
6.199999999999994e+000	3.435734e-003
6.299999999999994e+000	3.435920e-003
6.399999999999993e+000	3.436107e-003
6.499999999999993e+000	3.436293e-003
6.599999999999993e+000	3.436479e-003
6.699999999999992e+000	3.436666e-003
6.799999999999992e+000	3.436852e-003
6.899999999999992e+000	3.437039e-003
6.999999999999991e+000	3.437225e-003
7.099999999999991e+000	3.437412e-003
7.199999999999990e+000	3.437598e-003
7.299999999999990e+000	3.437785e-003
7.399999999999990e+000	3.437971e-003
7.499999999999989e+000	3.438157e-003
7.599999999999989e+000	3.438344e-003
7.699999999999989e+000	3.438530e-003
7.799999999999988e+000	3.438717e-003
7.899999999999988e+000	3.438903e-003
8.000000000000000e+000	3.439090e-003
Step Information: Vin=4  (Run: 4/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	3.233257e-004
2.000000000000000e-001	6.370082e-004
3.000000000000000e-001	9.410858e-004
4.000000000000000e-001	1.235596e-003
5.000000000000000e-001	1.520578e-003
6.000000000000000e-001	1.796067e-003
7.000000000000000e-001	2.062103e-003
7.999999999999999e-001	2.318721e-003
8.999999999999999e-001	2.565959e-003
9.999999999999999e-001	2.803853e-003
1.100000000000000e+000	3.032441e-003
1.200000000000000e+000	3.251758e-003
1.300000000000000e+000	3.461841e-003
1.400000000000000e+000	3.662726e-003
1.500000000000000e+000	3.854448e-003
1.600000000000000e+000	4.037044e-003
1.700000000000000e+000	4.210548e-003
1.800000000000001e+000	4.374996e-003
1.900000000000001e+000	4.530423e-003
2.000000000000000e+000	4.676864e-003
2.100000000000001e+000	4.814355e-003
2.200000000000001e+000	4.942928e-003
2.300000000000001e+000	5.062619e-003
2.400000000000001e+000	5.173462e-003
2.500000000000001e+000	5.275490e-003
2.600000000000001e+000	5.368738e-003
2.700000000000001e+000	5.453240e-003
2.800000000000001e+000	5.529028e-003
2.900000000000001e+000	5.596137e-003
3.000000000000001e+000	5.654599e-003
3.100000000000001e+000	5.704448e-003
3.200000000000002e+000	5.745715e-003
3.300000000000002e+000	5.778435e-003
3.400000000000002e+000	5.802638e-003
3.500000000000002e+000	5.818359e-003
3.600000000000002e+000	5.825629e-003
3.700000000000002e+000	5.826418e-003
3.800000000000002e+000	5.826775e-003
3.900000000000002e+000	5.827132e-003
4.000000000000002e+000	5.827489e-003
4.100000000000001e+000	5.827846e-003
4.200000000000001e+000	5.828203e-003
4.300000000000001e+000	5.828560e-003
4.400000000000000e+000	5.828917e-003
4.500000000000000e+000	5.829275e-003
4.600000000000000e+000	5.829632e-003
4.699999999999999e+000	5.829989e-003
4.799999999999999e+000	5.830346e-003
4.899999999999999e+000	5.830703e-003
4.999999999999998e+000	5.831060e-003
5.099999999999998e+000	5.831418e-003
5.199999999999998e+000	5.831775e-003
5.299999999999997e+000	5.832132e-003
5.399999999999997e+000	5.832489e-003
5.499999999999996e+000	5.832847e-003
5.599999999999996e+000	5.833204e-003
5.699999999999996e+000	5.833561e-003
5.799999999999995e+000	5.833919e-003
5.899999999999995e+000	5.834276e-003
5.999999999999995e+000	5.834633e-003
6.099999999999994e+000	5.834991e-003
6.199999999999994e+000	5.835348e-003
6.299999999999994e+000	5.835705e-003
6.399999999999993e+000	5.836063e-003
6.499999999999993e+000	5.836420e-003
6.599999999999993e+000	5.836777e-003
6.699999999999992e+000	5.837135e-003
6.799999999999992e+000	5.837493e-003
6.899999999999992e+000	5.837850e-003
6.999999999999991e+000	5.838207e-003
7.099999999999991e+000	5.838565e-003
7.199999999999990e+000	5.838923e-003
7.299999999999990e+000	5.839280e-003
7.399999999999990e+000	5.839637e-003
7.499999999999989e+000	5.839995e-003
7.599999999999989e+000	5.840353e-003
7.699999999999989e+000	5.840710e-003
7.799999999999988e+000	5.841068e-003
7.899999999999988e+000	5.841426e-003
8.000000000000000e+000	5.841783e-003
Step Information: Vin=5  (Run: 5/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	3.801227e-004
2.000000000000000e-001	7.511935e-004
3.000000000000000e-001	1.113246e-003
4.000000000000000e-001	1.466312e-003
5.000000000000000e-001	1.810426e-003
6.000000000000000e-001	2.145619e-003
7.000000000000000e-001	2.471925e-003
7.999999999999999e-001	2.789374e-003
8.999999999999999e-001	3.098001e-003
9.999999999999999e-001	3.397836e-003
1.100000000000000e+000	3.688912e-003
1.200000000000000e+000	3.971260e-003
1.300000000000000e+000	4.244911e-003
1.400000000000000e+000	4.509898e-003
1.500000000000000e+000	4.766250e-003
1.600000000000000e+000	5.014001e-003
1.700000000000000e+000	5.253180e-003
1.800000000000001e+000	5.483818e-003
1.900000000000001e+000	5.705945e-003
2.000000000000000e+000	5.919593e-003
2.100000000000001e+000	6.124792e-003
2.200000000000001e+000	6.321571e-003
2.300000000000001e+000	6.509962e-003
2.400000000000001e+000	6.689992e-003
2.500000000000001e+000	6.861694e-003
2.600000000000001e+000	7.025096e-003
2.700000000000001e+000	7.180227e-003
2.800000000000001e+000	7.327118e-003
2.900000000000001e+000	7.465797e-003
3.000000000000001e+000	7.596293e-003
3.100000000000001e+000	7.718636e-003
3.200000000000002e+000	7.832854e-003
3.300000000000002e+000	7.938975e-003
3.400000000000002e+000	8.037029e-003
3.500000000000002e+000	8.127043e-003
3.600000000000002e+000	8.209047e-003
3.700000000000002e+000	8.283067e-003
3.800000000000002e+000	8.349134e-003
3.900000000000002e+000	8.407271e-003
4.000000000000002e+000	8.457512e-003
4.100000000000001e+000	8.499879e-003
4.200000000000001e+000	8.534403e-003
4.300000000000001e+000	8.561109e-003
4.400000000000000e+000	8.580026e-003
4.500000000000000e+000	8.591182e-003
4.600000000000000e+000	8.594666e-003
4.699999999999999e+000	8.595228e-003
4.799999999999999e+000	8.595791e-003
4.899999999999999e+000	8.596352e-003
4.999999999999998e+000	8.596915e-003
5.099999999999998e+000	8.597477e-003
5.199999999999998e+000	8.598040e-003
5.299999999999997e+000	8.598602e-003
5.399999999999997e+000	8.599165e-003
5.499999999999996e+000	8.599727e-003
5.599999999999996e+000	8.600290e-003
5.699999999999996e+000	8.600852e-003
5.799999999999995e+000	8.601415e-003
5.899999999999995e+000	8.601977e-003
5.999999999999995e+000	8.602540e-003
6.099999999999994e+000	8.603103e-003
6.199999999999994e+000	8.603665e-003
6.299999999999994e+000	8.604228e-003
6.399999999999993e+000	8.604790e-003
6.499999999999993e+000	8.605353e-003
6.599999999999993e+000	8.605916e-003
6.699999999999992e+000	8.606479e-003
6.799999999999992e+000	8.607041e-003
6.899999999999992e+000	8.607604e-003
6.999999999999991e+000	8.608167e-003
7.099999999999991e+000	8.608730e-003
7.199999999999990e+000	8.609292e-003
7.299999999999990e+000	8.609856e-003
7.399999999999990e+000	8.610418e-003
7.499999999999989e+000	8.610981e-003
7.599999999999989e+000	8.611544e-003
7.699999999999989e+000	8.612107e-003
7.799999999999988e+000	8.612670e-003
7.899999999999988e+000	8.613233e-003
8.000000000000000e+000	8.613796e-003
Step Information: Vin=6  (Run: 6/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	4.289164e-004
2.000000000000000e-001	8.493072e-004
3.000000000000000e-001	1.261202e-003
4.000000000000000e-001	1.664628e-003
5.000000000000000e-001	2.059616e-003
6.000000000000000e-001	2.446194e-003
7.000000000000000e-001	2.824389e-003
7.999999999999999e-001	3.194232e-003
8.999999999999999e-001	3.555748e-003
9.999999999999999e-001	3.908968e-003
1.100000000000000e+000	4.253918e-003
1.200000000000000e+000	4.590627e-003
1.300000000000000e+000	4.919123e-003
1.400000000000000e+000	5.239432e-003
1.500000000000000e+000	5.551583e-003
1.600000000000000e+000	5.855602e-003
1.700000000000000e+000	6.151517e-003
1.800000000000001e+000	6.439355e-003
1.900000000000001e+000	6.719144e-003
2.000000000000000e+000	6.990909e-003
2.100000000000001e+000	7.254677e-003
2.200000000000001e+000	7.510476e-003
2.300000000000001e+000	7.758332e-003
2.400000000000001e+000	7.998270e-003
2.500000000000001e+000	8.230318e-003
2.600000000000001e+000	8.454502e-003
2.700000000000001e+000	8.670847e-003
2.800000000000001e+000	8.879379e-003
2.900000000000001e+000	9.080125e-003
3.000000000000001e+000	9.273110e-003
3.100000000000001e+000	9.458359e-003
3.200000000000002e+000	9.635898e-003
3.300000000000002e+000	9.805753e-003
3.400000000000002e+000	9.967948e-003
3.500000000000002e+000	1.012251e-002
3.600000000000002e+000	1.026946e-002
3.700000000000002e+000	1.040883e-002
3.800000000000002e+000	1.054064e-002
3.900000000000002e+000	1.066491e-002
4.000000000000002e+000	1.078167e-002
4.100000000000001e+000	1.089095e-002
4.200000000000001e+000	1.099276e-002
4.300000000000001e+000	1.108714e-002
4.400000000000000e+000	1.117411e-002
4.500000000000000e+000	1.125369e-002
4.600000000000000e+000	1.132590e-002
4.699999999999999e+000	1.139077e-002
4.799999999999999e+000	1.144832e-002
4.899999999999999e+000	1.149858e-002
4.999999999999998e+000	1.154157e-002
5.099999999999998e+000	1.157731e-002
5.199999999999998e+000	1.160583e-002
5.299999999999997e+000	1.162715e-002
5.399999999999997e+000	1.164130e-002
5.499999999999996e+000	1.164829e-002
5.599999999999996e+000	1.164956e-002
5.699999999999996e+000	1.165035e-002
5.799999999999995e+000	1.165114e-002
5.899999999999995e+000	1.165193e-002
5.999999999999995e+000	1.165271e-002
6.099999999999994e+000	1.165350e-002
6.199999999999994e+000	1.165429e-002
6.299999999999994e+000	1.165508e-002
6.399999999999993e+000	1.165587e-002
6.499999999999993e+000	1.165666e-002
6.599999999999993e+000	1.165745e-002
6.699999999999992e+000	1.165824e-002
6.799999999999992e+000	1.165903e-002
6.899999999999992e+000	1.165981e-002
6.999999999999991e+000	1.166060e-002
7.099999999999991e+000	1.166139e-002
7.199999999999990e+000	1.166218e-002
7.299999999999990e+000	1.166297e-002
7.399999999999990e+000	1.166376e-002
7.499999999999989e+000	1.166455e-002
7.599999999999989e+000	1.166534e-002
7.699999999999989e+000	1.166613e-002
7.799999999999988e+000	1.166692e-002
7.899999999999988e+000	1.166770e-002
8.000000000000000e+000	1.166849e-002
Step Information: Vin=7  (Run: 7/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	4.712871e-004
2.000000000000000e-001	9.345193e-004
3.000000000000000e-001	1.389722e-003
4.000000000000000e-001	1.836922e-003
5.000000000000000e-001	2.276143e-003
6.000000000000000e-001	2.707411e-003
7.000000000000000e-001	3.130751e-003
7.999999999999999e-001	3.546188e-003
8.999999999999999e-001	3.953747e-003
9.999999999999999e-001	4.353453e-003
1.100000000000000e+000	4.745331e-003
1.200000000000000e+000	5.129405e-003
1.300000000000000e+000	5.505700e-003
1.400000000000000e+000	5.874240e-003
1.500000000000000e+000	6.235051e-003
1.600000000000000e+000	6.588154e-003
1.700000000000000e+000	6.933576e-003
1.800000000000001e+000	7.271339e-003
1.900000000000001e+000	7.601469e-003
2.000000000000000e+000	7.923989e-003
2.100000000000001e+000	8.238921e-003
2.200000000000001e+000	8.546291e-003
2.300000000000001e+000	8.846121e-003
2.400000000000001e+000	9.138436e-003
2.500000000000001e+000	9.423258e-003
2.600000000000001e+000	9.700610e-003
2.700000000000001e+000	9.970517e-003
2.800000000000001e+000	1.023300e-002
2.900000000000001e+000	1.048808e-002
3.000000000000001e+000	1.073579e-002
3.100000000000001e+000	1.097614e-002
3.200000000000002e+000	1.120916e-002
3.300000000000002e+000	1.143487e-002
3.400000000000002e+000	1.165329e-002
3.500000000000002e+000	1.186445e-002
3.600000000000002e+000	1.206836e-002
3.700000000000002e+000	1.226506e-002
3.800000000000002e+000	1.245456e-002
3.900000000000002e+000	1.263688e-002
4.000000000000002e+000	1.281205e-002
4.100000000000001e+000	1.298009e-002
4.200000000000001e+000	1.314101e-002
4.300000000000001e+000	1.329485e-002
4.400000000000000e+000	1.344162e-002
4.500000000000000e+000	1.358135e-002
4.600000000000000e+000	1.371405e-002
4.699999999999999e+000	1.383974e-002
4.799999999999999e+000	1.395846e-002
4.899999999999999e+000	1.407022e-002
4.999999999999998e+000	1.417503e-002
5.099999999999998e+000	1.427293e-002
5.199999999999998e+000	1.436393e-002
5.299999999999997e+000	1.444806e-002
5.399999999999997e+000	1.452533e-002
5.499999999999996e+000	1.459576e-002
5.599999999999996e+000	1.465938e-002
5.699999999999996e+000	1.471620e-002
5.799999999999995e+000	1.476625e-002
5.899999999999995e+000	1.480955e-002
5.999999999999995e+000	1.484611e-002
6.099999999999994e+000	1.487596e-002
6.199999999999994e+000	1.489912e-002
6.299999999999994e+000	1.491561e-002
6.399999999999993e+000	1.492544e-002
6.499999999999993e+000	1.492873e-002
6.599999999999993e+000	1.492976e-002
6.699999999999992e+000	1.493078e-002
6.799999999999992e+000	1.493181e-002
6.899999999999992e+000	1.493284e-002
6.999999999999991e+000	1.493386e-002
7.099999999999991e+000	1.493489e-002
7.199999999999990e+000	1.493592e-002
7.299999999999990e+000	1.493694e-002
7.399999999999990e+000	1.493797e-002
7.499999999999989e+000	1.493899e-002
7.599999999999989e+000	1.494002e-002
7.699999999999989e+000	1.494105e-002
7.799999999999988e+000	1.494207e-002
7.899999999999988e+000	1.494310e-002
8.000000000000000e+000	1.494412e-002
Step Information: Vin=8  (Run: 8/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	5.084247e-004
2.000000000000000e-001	1.009218e-003
3.000000000000000e-001	1.502402e-003
4.000000000000000e-001	1.987999e-003
5.000000000000000e-001	2.466033e-003
6.000000000000000e-001	2.936526e-003
7.000000000000000e-001	3.399499e-003
7.999999999999999e-001	3.854976e-003
8.999999999999999e-001	4.302979e-003
9.999999999999999e-001	4.743529e-003
1.100000000000000e+000	5.176649e-003
1.200000000000000e+000	5.602361e-003
1.300000000000000e+000	6.020687e-003
1.400000000000000e+000	6.431648e-003
1.500000000000000e+000	6.835266e-003
1.600000000000000e+000	7.231562e-003
1.700000000000000e+000	7.620560e-003
1.800000000000001e+000	8.002278e-003
1.900000000000001e+000	8.376740e-003
2.000000000000000e+000	8.743966e-003
2.100000000000001e+000	9.103977e-003
2.200000000000001e+000	9.456796e-003
2.300000000000001e+000	9.802441e-003
2.400000000000001e+000	1.014094e-002
2.500000000000001e+000	1.047230e-002
2.600000000000001e+000	1.079655e-002
2.700000000000001e+000	1.111372e-002
2.800000000000001e+000	1.142382e-002
2.900000000000001e+000	1.172686e-002
3.000000000000001e+000	1.202289e-002
3.100000000000001e+000	1.231190e-002
3.200000000000002e+000	1.259393e-002
3.300000000000002e+000	1.286899e-002
3.400000000000002e+000	1.313710e-002
3.500000000000002e+000	1.339829e-002
3.600000000000002e+000	1.365257e-002
3.700000000000002e+000	1.389997e-002
3.800000000000002e+000	1.414050e-002
3.900000000000002e+000	1.437418e-002
4.000000000000002e+000	1.460104e-002
4.100000000000001e+000	1.482108e-002
4.200000000000001e+000	1.503434e-002
4.300000000000001e+000	1.524084e-002
4.400000000000000e+000	1.544058e-002
4.500000000000000e+000	1.563359e-002
4.600000000000000e+000	1.581989e-002
4.699999999999999e+000	1.599950e-002
4.799999999999999e+000	1.617244e-002
4.899999999999999e+000	1.633873e-002
4.999999999999998e+000	1.649838e-002
5.099999999999998e+000	1.665141e-002
5.199999999999998e+000	1.679785e-002
5.299999999999997e+000	1.693771e-002
5.399999999999997e+000	1.707102e-002
5.499999999999996e+000	1.719778e-002
5.599999999999996e+000	1.731802e-002
5.699999999999996e+000	1.743175e-002
5.799999999999995e+000	1.753900e-002
5.899999999999995e+000	1.763978e-002
5.999999999999995e+000	1.773412e-002
6.099999999999994e+000	1.782202e-002
6.199999999999994e+000	1.790352e-002
6.299999999999994e+000	1.797861e-002
6.399999999999993e+000	1.804733e-002
6.499999999999993e+000	1.810970e-002
6.599999999999993e+000	1.816572e-002
6.699999999999992e+000	1.821542e-002
6.799999999999992e+000	1.825881e-002
6.899999999999992e+000	1.829592e-002
6.999999999999991e+000	1.832675e-002
7.099999999999991e+000	1.835134e-002
7.199999999999990e+000	1.836969e-002
7.299999999999990e+000	1.838182e-002
7.399999999999990e+000	1.838775e-002
7.499999999999989e+000	1.838922e-002
7.599999999999989e+000	1.839048e-002
7.699999999999989e+000	1.839175e-002
7.799999999999988e+000	1.839302e-002
7.899999999999988e+000	1.839429e-002
8.000000000000000e+000	1.839555e-002
