vdd	Id(Mnmos@1)
Step Information: Vin=1  (Run: 1/8)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-001	1.844584e-005
2.000000000000000e-001	3.400623e-005
3.000000000000000e-001	4.671308e-005
4.000000000000000e-001	5.659784e-005
5.000000000000000e-001	6.369151e-005
6.000000000000000e-001	6.802462e-005
7.000000000000000e-001	6.962726e-005
7.999999999999999e-001	6.964654e-005
8.999999999999999e-001	6.965527e-005
9.999999999999999e-001	6.966401e-005
1.100000000000000e+000	6.967275e-005
1.200000000000000e+000	6.968150e-005
1.300000000000000e+000	6.969024e-005
1.400000000000000e+000	6.969898e-005
1.500000000000000e+000	6.970773e-005
1.600000000000000e+000	6.971647e-005
1.700000000000000e+000	6.972522e-005
1.800000000000001e+000	6.973397e-005
1.900000000000001e+000	6.974272e-005
2.000000000000000e+000	6.975148e-005
2.100000000000001e+000	6.976023e-005
2.200000000000001e+000	6.976898e-005
2.300000000000001e+000	6.977774e-005
2.400000000000001e+000	6.978650e-005
2.500000000000001e+000	6.979526e-005
2.600000000000001e+000	6.980402e-005
2.700000000000001e+000	6.981279e-005
2.800000000000001e+000	6.982155e-005
2.900000000000001e+000	6.983032e-005
3.000000000000001e+000	6.983909e-005
3.100000000000001e+000	6.984786e-005
3.200000000000002e+000	6.985663e-005
3.300000000000002e+000	6.986540e-005
3.400000000000002e+000	6.987418e-005
3.500000000000002e+000	6.988295e-005
3.600000000000002e+000	6.989174e-005
3.700000000000002e+000	6.990052e-005
3.800000000000002e+000	6.990930e-005
3.900000000000002e+000	6.991808e-005
4.000000000000002e+000	6.992686e-005
4.100000000000001e+000	6.993565e-005
4.200000000000001e+000	6.994444e-005
4.300000000000001e+000	6.995322e-005
4.400000000000000e+000	6.996201e-005
4.500000000000000e+000	6.997081e-005
4.600000000000000e+000	6.997961e-005
4.699999999999999e+000	6.998840e-005
4.799999999999999e+000	6.999719e-005
4.899999999999999e+000	7.000600e-005
4.999999999999998e+000	7.001479e-005
5.099999999999998e+000	7.002360e-005
5.199999999999998e+000	7.003240e-005
5.299999999999997e+000	7.004121e-005
5.399999999999997e+000	7.005001e-005
5.499999999999996e+000	7.005882e-005
5.599999999999996e+000	7.006763e-005
5.699999999999996e+000	7.007644e-005
5.799999999999995e+000	7.008525e-005
5.899999999999995e+000	7.009407e-005
5.999999999999995e+000	7.010288e-005
6.099999999999994e+000	7.011170e-005
6.199999999999994e+000	7.012052e-005
6.299999999999994e+000	7.012935e-005
6.399999999999993e+000	7.013817e-005
6.499999999999993e+000	7.014699e-005
6.599999999999993e+000	7.015582e-005
6.699999999999992e+000	7.016464e-005
6.799999999999992e+000	7.017348e-005
6.899999999999992e+000	7.018230e-005
6.999999999999991e+000	7.019113e-005
7.099999999999991e+000	7.019997e-005
7.199999999999990e+000	7.020881e-005
7.299999999999990e+000	7.021764e-005
7.399999999999990e+000	7.022648e-005
7.499999999999989e+000	7.023532e-005
7.599999999999989e+000	7.024416e-005
7.699999999999989e+000	7.025301e-005
7.799999999999988e+000	7.026185e-005
7.899999999999988e+000	7.027070e-005
8.000000000000000e+000	7.027954e-005
