vd[undefined],MNMOS_1:drain:I(Vg=1)[Amps],MNMOS_1:drain:I(Vg=2)[Amps],MNMOS_1:drain:I(Vg=3)[Amps],MNMOS_1:drain:I(Vg=4)[Amps],MNMOS_1:drain:I(Vg=5)[Amps],MNMOS_1:drain:I(Vg=6)[Amps],MNMOS_1:drain:I(Vg=7)[Amps],MNMOS_1:drain:I(Vg=8)[Amps]
 1.40000000000e+000, 3.40916824348e-004, 1.58195059832e-003, 2.87465837389e-003, 3.97593142716e-003, 4.92536201116e-003, 5.75232862660e-003, 6.47909007290e-003, 7.12281901315e-003
 1.50000000000e+000, 3.41362217993e-004, 1.59932483555e-003, 2.98151648764e-003, 4.16045149145e-003, 5.17789360444e-003, 6.06489824200e-003, 6.84503779293e-003, 7.53652742402e-003
 1.60000000000e+000, 3.41808329158e-004, 1.60570669979e-003, 3.07681648834e-003, 4.33318008627e-003, 5.41855688814e-003, 6.36562901043e-003, 7.19924838242e-003, 7.93864923278e-003
 1.70000000000e+000, 3.42255159379e-004, 1.60800951337e-003, 3.16081588672e-003, 4.49436087132e-003, 5.64758052831e-003, 6.65473458490e-003, 7.54192104338e-003, 8.32937003314e-003
 1.80000000000e+000, 3.42702710196e-004, 1.61031636931e-003, 3.23376460027e-003, 4.64423083888e-003, 5.86518735419e-003, 6.93242350819e-003, 7.87325049538e-003, 8.70887147609e-003
 1.90000000000e+000, 3.43150983155e-004, 1.61262727936e-003, 3.29590523102e-003, 4.78302054035e-003, 6.07159454332e-003, 7.19889936468e-003, 8.19342710094e-003, 9.07733137404e-003
 2.00000000000e+000, 3.43599979805e-004, 1.61494225534e-003, 3.34747333126e-003, 4.91095430353e-003, 6.26701379956e-003, 7.45436092687e-003, 8.50263698668e-003, 9.43492380167e-003
 2.10000000000e+000, 3.44049701698e-004, 1.61726130908e-003, 3.38869765781e-003, 5.02825044128e-003, 6.45165152447e-003, 7.69900229674e-003, 8.80106216055e-003, 9.78181919365e-003
 2.20000000000e+000, 3.44500150392e-004, 1.61958445246e-003, 3.41980041530e-003, 5.13512145172e-003, 6.62570898228e-003, 7.93301304204e-003, 9.08888062506e-003, 1.01181844393e-002
 2.30000000000e+000, 3.44951327451e-004, 1.62191169739e-003, 3.44099748906e-003, 5.23177421058e-003, 6.78938245872e-003, 8.15657832802e-003, 9.36626648691e-003, 1.04441829742e-002
 2.40000000000e+000, 3.45403234440e-004, 1.62424305584e-003, 3.45249866823e-003, 5.31841015591e-003, 6.94286341404e-003, 8.36987904444e-003, 9.63339006297e-003, 1.07599748693e-002
 2.50000000000e+000, 3.45855872930e-004, 1.62657853981e-003, 3.45803630544e-003, 5.39522546558e-003, 7.08633863036e-003, 8.57309192825e-003, 9.89041798285e-003, 1.10657169167e-002
 2.60000000000e+000, 3.46309244498e-004, 1.62891816134e-003, 3.46349780053e-003, 5.46241122786e-003, 7.21999035370e-003, 8.76638968215e-003, 1.01375132881e-002, 1.13615627136e-002
 2.70000000000e+000, 3.46763350722e-004, 1.63126193250e-003, 3.46896872159e-003, 5.52015360543e-003, 7.34399643085e-003, 8.94994108898e-003, 1.03748355284e-002, 1.16476627429e-002
 2.80000000000e+000, 3.47218193188e-004, 1.63360986543e-003, 3.47444910376e-003, 5.56863399304e-003, 7.45853044130e-003, 9.12391112232e-003, 1.06025408544e-002, 1.19241644520e-002
 2.90000000000e+000, 3.47673773484e-004, 1.63596197228e-003, 3.47993898232e-003, 5.60802916921e-003, 7.56376182451e-003, 9.28846105339e-003, 1.08207821078e-002, 1.21912123288e-002
 3.00000000000e+000, 3.48130093203e-004, 1.63831826526e-003, 3.48543839263e-003, 5.63851144213e-003, 7.65985600253e-003, 9.44374855429e-003, 1.10297089086e-002, 1.24489479755e-002
 3.10000000000e+000, 3.48587153944e-004, 1.64067875662e-003, 3.49094737014e-003, 5.66024879009e-003, 7.74697449846e-003, 9.58992779783e-003, 1.12294677393e-002, 1.26975101807e-002
 3.20000000000e+000, 3.49044957309e-004, 1.64304345864e-003, 3.49646595041e-003, 5.67341485512e-003, 7.82527505055e-003, 9.72714955415e-003, 1.14202020273e-002, 1.29370349883e-002
 3.30000000000e+000, 3.49503504905e-004, 1.64541238366e-003, 3.50199416910e-003, 5.68274977711e-003, 7.89491172250e-003, 9.85556128398e-003, 1.16020522232e-002, 1.31676557656e-002
 3.40000000000e+000, 3.49962798343e-004, 1.64778554404e-003, 3.50753206197e-003, 5.69210033616e-003, 7.95603500978e-003, 9.97530722901e-003, 1.17751558787e-002, 1.33895032685e-002
 3.50000000000e+000, 3.50422839240e-004, 1.65016295221e-003, 3.51307966487e-003, 5.70146659976e-003, 8.00879194238e-003, 1.00865284993e-002, 1.19396477202e-002, 1.36027057050e-002
 3.60000000000e+000, 3.50883629216e-004, 1.65254462062e-003, 3.51863701377e-003, 5.71084863556e-003, 8.05332618394e-003, 1.01893631575e-002, 1.20956597212e-002, 1.38073887975e-002
 3.70000000000e+000, 3.51345169896e-004, 1.65493056177e-003, 3.52420414474e-003, 5.72024651134e-003, 8.08977812761e-003, 1.02839463013e-002, 1.22433211724e-002, 1.40036758420e-002
 3.80000000000e+000, 3.51807462911e-004, 1.65732078821e-003, 3.52978109394e-003, 5.72966029502e-003, 8.11828498854e-003, 1.03704101420e-002, 1.23827587494e-002, 1.41916877668e-002
 3.90000000000e+000, 3.52270509895e-004, 1.65971531252e-003, 3.53536789766e-003, 5.73909005468e-003, 8.13898089330e-003, 1.04488840813e-002, 1.25140965785e-002, 1.43715431892e-002
 4.00000000000e+000, 3.52734312488e-004, 1.66211414733e-003, 3.54096459226e-003, 5.74853585854e-003, 8.15321768308e-003, 1.05194947858e-002, 1.26374563006e-002, 1.45433584701e-002
 4.10000000000e+000, 3.53198872333e-004, 1.66451730532e-003, 3.54657121425e-003, 5.75799777495e-003, 8.16675473477e-003, 1.05823662587e-002, 1.27529571328e-002, 1.47072477674e-002
 4.20000000000e+000, 3.53664191079e-004, 1.66692479921e-003, 3.55218780022e-003, 5.76747587245e-003, 8.18031402354e-003, 1.06376199095e-002, 1.28607159290e-002, 1.48633230883e-002
 4.30000000000e+000, 3.54130270380e-004, 1.66933664177e-003, 3.55781438688e-003, 5.77697021971e-003, 8.19389565151e-003, 1.06853746213e-002, 1.29608472376e-002, 1.50116943391e-002
 4.40000000000e+000, 3.54597111893e-004, 1.67175284578e-003, 3.56345101104e-003, 5.78648088556e-003, 8.20749972101e-003, 1.07257468163e-002, 1.30534633585e-002, 1.51524693748e-002
 4.50000000000e+000, 3.55064717281e-004, 1.67417342412e-003, 3.56909770962e-003, 5.79600793899e-003, 8.22112633454e-003, 1.07588505192e-002, 1.31386743977e-002, 1.52857540465e-002
 4.60000000000e+000, 3.55533088213e-004, 1.67659838968e-003, 3.57475451967e-003, 5.80555144915e-003, 8.23477559476e-003, 1.07847974187e-002, 1.32165883208e-002, 1.54116522476e-002
 4.70000000000e+000, 3.56002226359e-004, 1.67902775539e-003, 3.58042147834e-003, 5.81511148536e-003, 8.24844760456e-003, 1.08040929358e-002, 1.32873110048e-002, 1.55302659590e-002
 4.80000000000e+000, 3.56472133399e-004, 1.68146153425e-003, 3.58609862289e-003, 5.82468811711e-003, 8.26214246698e-003, 1.08218703369e-002, 1.33509462881e-002, 1.56416952930e-002
 4.90000000000e+000, 3.56942811013e-004, 1.68389973929e-003, 3.59178599069e-003, 5.83428141403e-003, 8.27586028529e-003, 1.08396765200e-002, 1.34075960197e-002, 1.57460385355e-002
 5.00000000000e+000, 3.57414260888e-004, 1.68634238359e-003, 3.59748361925e-003, 5.84389144596e-003, 8.28960116293e-003, 1.08575116187e-002, 1.34573601062e-002, 1.58433921880e-002
 5.10000000000e+000, 3.57886484717e-004, 1.68878948027e-003, 3.60319154618e-003, 5.85351828287e-003, 8.30336520355e-003, 1.08753757671e-002, 1.35003365582e-002, 1.59338510075e-002
 5.20000000000e+000, 3.58359484195e-004, 1.69124104251e-003, 3.60890980919e-003, 5.86316199493e-003, 8.31715251102e-003, 1.08932690995e-002, 1.35366215351e-002, 1.60175080461e-002
 5.30000000000e+000, 3.58833261025e-004, 1.69369708351e-003, 3.61463844614e-003, 5.87282265249e-003, 8.33096318940e-003, 1.09111917503e-002, 1.35663093883e-002, 1.60944546887e-002
 5.40000000000e+000, 3.59307816912e-004, 1.69615761656e-003, 3.62037749499e-003, 5.88250032607e-003, 8.34479734297e-003, 1.09291438543e-002, 1.35897871976e-002, 1.61647806906e-002
 5.50000000000e+000, 3.59783153568e-004, 1.69862265495e-003, 3.62612699382e-003, 5.89219508636e-003, 8.35865507625e-003, 1.09471255464e-002, 1.36117164477e-002, 1.62285742135e-002
 5.60000000000e+000, 3.60259272709e-004, 1.70109221204e-003, 3.63188698085e-003, 5.90190700424e-003, 8.37253649393e-003, 1.09651369619e-002, 1.36336808659e-002, 1.62859218606e-002
 5.70000000000e+000, 3.60736176057e-004, 1.70356630125e-003, 3.63765749438e-003, 5.91163615079e-003, 8.38644170097e-003, 1.09831782361e-002, 1.36556806125e-002, 1.63369087111e-002
 5.80000000000e+000, 3.61213865337e-004, 1.70604493603e-003, 3.64343857288e-003, 5.92138259727e-003, 8.40037080253e-003, 1.10012495047e-002, 1.36777158484e-002, 1.63816183535e-002
 5.90000000000e+000, 3.61692342280e-004, 1.70852812987e-003, 3.64923025492e-003, 5.93114641510e-003, 8.41432390402e-003, 1.10193509038e-002, 1.36997867344e-002, 1.64201329179e-002
 6.00000000000e+000, 3.62171608624e-004, 1.71101589633e-003, 3.65503257920e-003, 5.94092767594e-003, 8.42830111108e-003, 1.10374825695e-002, 1.37218934318e-002, 1.64525331082e-002
 6.10000000000e+000, 3.62651666108e-004, 1.71350824901e-003, 3.66084558453e-003, 5.95072645161e-003, 8.44230252958e-003, 1.10556446383e-002, 1.37440361022e-002, 1.64794280343e-002
 6.20000000000e+000, 3.63132516480e-004, 1.71600520154e-003, 3.66666930987e-003, 5.96054281414e-003, 8.45632826563e-003, 1.10738372469e-002, 1.37662149075e-002, 1.65053456017e-002
 6.30000000000e+000, 3.63614161490e-004, 1.71850676764e-003, 3.67250379430e-003, 5.97037683574e-003, 8.47037842559e-003, 1.10920605324e-002, 1.37884300096e-002, 1.65313044441e-002
 6.40000000000e+000, 3.64096602895e-004, 1.72101296104e-003, 3.67834907702e-003, 5.98022858885e-003, 8.48445311609e-003, 1.11103146322e-002, 1.38106815712e-002, 1.65573047428e-002
 6.50000000000e+000, 3.64579842457e-004, 1.72352379554e-003, 3.68420519736e-003, 5.99009814608e-003, 8.49855244398e-003, 1.11285996837e-002, 1.38329697550e-002, 1.65833466798e-002
 6.60000000000e+000, 3.65063881942e-004, 1.72603928498e-003, 3.69007219479e-003, 5.99998558027e-003, 8.51267651638e-003, 1.11469158249e-002, 1.38552947240e-002, 1.66094304373e-002
 6.70000000000e+000, 3.65548723122e-004, 1.72855944325e-003, 3.69595010891e-003, 6.00989096446e-003, 8.52682544067e-003, 1.11652631940e-002, 1.38776566417e-002, 1.66355561980e-002
 6.80000000000e+000, 3.66034367774e-004, 1.73108428431e-003, 3.70183897944e-003, 6.01981437188e-003, 8.54099932450e-003, 1.11836419294e-002, 1.39000556717e-002, 1.66617241447e-002
 6.90000000000e+000, 3.66520817680e-004, 1.73361382213e-003, 3.70773884625e-003, 6.02975587600e-003, 8.55519827577e-003, 1.12020521699e-002, 1.39224919782e-002, 1.66879344607e-002
 7.00000000000e+000, 3.67008074628e-004, 1.73614807078e-003, 3.71364974933e-003, 6.03971555048e-003, 8.56942240266e-003, 1.12204940547e-002, 1.39449657255e-002, 1.67141873298e-002
 7.10000000000e+000, 3.67496140410e-004, 1.73868704435e-003, 3.71957172881e-003, 6.04969346921e-003, 8.58367181363e-003, 1.12389677231e-002, 1.39674770784e-002, 1.67404829359e-002
 7.20000000000e+000, 3.67985016823e-004, 1.74123075697e-003, 3.72550482496e-003, 6.05968970629e-003, 8.59794661741e-003, 1.12574733149e-002, 1.39900262020e-002, 1.67668214634e-002
 7.30000000000e+000, 3.68474705672e-004, 1.74377922286e-003, 3.73144907818e-003, 6.06970433604e-003, 8.61224692300e-003, 1.12760109702e-002, 1.40126132617e-002, 1.67932030971e-002
 7.40000000000e+000, 3.68965208763e-004, 1.74633245625e-003, 3.73740452901e-003, 6.07973743300e-003, 8.62657283971e-003, 1.12945808292e-002, 1.40352384234e-002, 1.68196280223e-002
 7.50000000000e+000, 3.69456527912e-004, 1.74889047147e-003, 3.74337121815e-003, 6.08978907194e-003, 8.64092447712e-003, 1.13131830328e-002, 1.40579018532e-002, 1.68460964244e-002
 7.60000000000e+000, 3.69948664936e-004, 1.75145328285e-003, 3.74934918639e-003, 6.09985932785e-003, 8.65530194510e-003, 1.13318177219e-002, 1.40806037177e-002, 1.68726084895e-002
 7.70000000000e+000, 3.70441621660e-004, 1.75402090480e-003, 3.75533847472e-003, 6.10994827595e-003, 8.66970535381e-003, 1.13504850381e-002, 1.41033441838e-002, 1.68991644039e-002
 7.80000000000e+000, 3.70935399914e-004, 1.75659335179e-003, 3.76133912423e-003, 6.12005599169e-003, 8.68413481374e-003, 1.13691851229e-002, 1.41261234189e-002, 1.69257643544e-002
 7.90000000000e+000, 3.71430001533e-004, 1.75917063833e-003, 3.76735117616e-003, 6.13018255076e-003, 8.69859043564e-003, 1.13879181186e-002, 1.41489415905e-002, 1.69524085282e-002
 8.00000000000e+000, 3.71925428357e-004, 1.76175277898e-003, 3.77337467191e-003, 6.14032802907e-003, 8.71307233060e-003, 1.14066841675e-002, 1.41717988669e-002, 1.69790971129e-002
