Vgs,Vd=0,Vd=0.5,Vd=1,Vd=1.5,Vd=2,Vd=2.5,Vd=3,Vd=3.5,Vd=4,Vd=4.5,Vd=5,Vd=5.5,Vd=6,Vd=6.5,Vd=7,Vd=7.5,Vd=8
0.0,3.4186599999999996e-05,0.012106,0.0227597,0.0330992,0.043217000000000005,0.053143300000000004,0.0629328,0.0725488,0.0820968,0.0914886,0.100772,0.109965,0.119087,0.128131,0.1371,0.14587,0.154553
0.1,3.59191e-05,0.0121075,0.0227673,0.033104,0.0432219,0.0531499,0.06293750000000001,0.0725535,0.0820992,0.09150370000000001,0.100789,0.109972,0.1191,0.128135,0.137115,0.14589,0.154558
0.2,3.83453e-05,0.0121505,0.0228322,0.0331828,0.0433145,0.0532532,0.0630559,0.07268820000000001,0.0822486,0.0916552,0.10095,0.11016200000000001,0.11927499999999999,0.12834099999999998,0.137304,0.14610099999999998,0.154761
0.30000000000000004,3.97785e-05,0.0123319,0.0230257,0.033398800000000006,0.043545799999999996,0.0535102,0.06332149999999999,0.07296330000000001,0.0825366,0.0919543,0.101272,0.11050299999999999,0.11960699999999999,0.128685,0.137658,0.146493,0.155176
0.4,4.11925e-05,0.0132896,0.0240573,0.034471499999999995,0.0446579,0.054651899999999996,0.0645077,0.0742207,0.0838208,0.0932163,0.10256699999999999,0.111788,0.120994,0.13004,0.139098,0.147958,0.156603
0.5,4.34598e-05,0.0161561,0.0268672,0.0374007,0.047715,0.0576302,0.0675266,0.0772363,0.08687840000000001,0.09636460000000001,0.105678,0.114355,0.12413999999999999,0.133326,0.142445,0.151223,0.15997599999999998
0.6000000000000001,4.8005200000000006e-05,0.0209329,0.031862100000000004,0.042484,0.052682999999999994,0.0627989,0.0727237,0.08248670000000001,0.0921263,0.102934,0.11104,0.12061300000000001,0.129614,0.138701,0.1478,0.156782,0.165547
0.7000000000000001,4.94703e-05,0.0281392,0.039511899999999996,0.0498971,0.0605652,0.0704282,0.08032990000000001,0.0901367,0.099853,0.10946800000000001,0.11887,0.12822699999999998,0.137713,0.14669800000000002,0.156027,0.164832,0.173549
0.8,5.33687e-05,0.0364454,0.0490499,0.0597706,0.0700573,0.0802921,0.0903057,0.10217699999999999,0.111935,0.119514,0.128821,0.13819599999999999,0.147553,0.157279,0.166076,0.174046,0.18404
0.9,5.5142900000000004e-05,0.0491034,0.0607898,0.0718529,0.0820346,0.0922967,0.104831,0.11243099999999999,0.12205300000000001,0.131686,0.141199,0.15104199999999998,0.160197,0.169739,0.178644,0.187787,0.196622
