Vds,Vg=0,Vg=0.5,Vg=1,Vg=1.5,Vg=2,Vg=2.5,Vg=3,Vg=3.5,Vg=4,Vg=4.5,Vg=5,Vg=5.5,Vg=6,Vg=6.5,Vg=7,Vg=7.5,Vg=8
0.0,-0.000207758,-0.000262956,-0.000240343,-0.00031683600000000003,-0.000425807,-0.000956468,-0.00269862,-0.00920907,-0.0220083,-0.0381113,-0.0593658,-0.0771401,-0.0973467,-0.12051400000000001,-0.146468,-0.169019,-0.196808
0.1,0.000180258,0.0059253,0.010897500000000001,0.0223392,0.0324554,0.041249299999999996,0.0482573,0.0500362,0.0443026,0.033420200000000004,0.0137767,0.00255236,-0.0153047,-0.0356871,-0.058629,-0.08077899999999999,-0.10449
0.2,0.000305716,0.00684135,0.0190117,0.0421353,0.0627251,0.0810092,0.09676370000000001,0.107292,0.108947,0.102723,0.08810359999999999,0.0790609,0.0637611,0.0459964,0.0306279,0.00913224,-0.016560000000000002
0.30000000000000004,0.000395718,0.00514546,0.0244307,0.0592402,0.0905425,0.11849399999999999,0.143235,0.16270600000000002,0.17233,0.17132399999999998,0.16146,0.157639,0.14285099999999998,0.129725,0.11804200000000001,0.09888219999999999,0.0763351
0.4,0.000492323,0.0034868,0.0275261,0.07372640000000001,0.115991,0.15381499999999998,0.187639,0.216081,0.234075,0.23985,0.233902,0.233845,0.21986999999999998,0.21230500000000002,0.20609,0.189708,0.168184
0.5,0.000607764,0.00241831,0.0289335,0.0855767,0.139007,0.186897,0.229987,0.267411,0.294388,0.30690999999999996,0.30572,0.31055299999999997,0.301133,0.296443,0.297451,0.278188,0.258956
0.6000000000000001,0.000765185,0.0017614100000000001,0.029460800000000002,0.0948374,0.15957,0.21774000000000002,0.270248,0.316769,0.353439,0.373402,0.37992000000000004,0.388601,0.380071,0.37486200000000003,0.383673,0.365862,0.350687
0.7000000000000001,0.0010860000000000002,0.00138891,0.0297261,0.101549,0.17768499999999998,0.24633800000000003,0.308431,0.36417900000000003,0.410858,0.438608,0.452802,0.467,0.46053700000000003,0.45373199999999997,0.472235,0.456859,0.44601
0.8,0.00196444,0.00124985,0.0299501,0.105952,0.193324,0.272671,0.344481,0.40946899999999997,0.465813,0.503286,0.521629,0.5436939999999999,0.541397,0.535437,0.5548649999999999,0.5469379999999999,0.536421
0.9,0.00395405,0.00174467,0.0301675,0.108445,0.20646099999999998,0.296682,0.37839500000000004,0.452766,0.518357,0.566048,0.593361,0.61586,0.620685,0.6223510000000001,0.639841,0.639349,0.6249439999999999
1.0,0.00714419,0.0019127400000000002,0.0303868,0.10968699999999999,0.217111,0.318394,0.410155,0.49393,0.568659,0.627208,0.663065,0.689033,0.697782,0.703855,0.724853,0.7309169999999999,0.723758
1.1,0.0111764,0.00211053,0.030608899999999998,0.11031500000000001,0.225334,0.33776100000000003,0.439742,0.533091,0.6169180000000001,0.686733,0.730964,0.762789,0.774205,0.783223,0.8163429999999999,0.817146,0.821254
1.2000000000000002,0.0158719,0.00248469,0.0308368,0.11078,0.231283,0.354757,0.467176,0.570154,0.6632,0.743908,0.79689,0.835118,0.851756,0.865456,0.8994909999999999,0.90603,0.9093060000000001
