 1.00000000000e+000	 2.36884418383e+001
 1.00010999910e+004	 2.36884225907e+001
 2.00011999820e+004	 2.36883648562e+001
 3.00012999730e+004	 2.36882686362e+001
 4.00013999640e+004	 2.36881339334e+001
 5.00014999550e+004	 2.36879607512e+001
 6.00015999460e+004	 2.36877490944e+001
 7.00016999370e+004	 2.36874989685e+001
 8.00017999280e+004	 2.36872103802e+001
 9.00018999190e+004	 2.36868833372e+001
 1.00001999910e+005	 2.36865178481e+001
 1.10002099901e+005	 2.36861139226e+001
 1.20002199892e+005	 2.36856715715e+001
 1.30002299883e+005	 2.36851908066e+001
 1.40002399874e+005	 2.36846716405e+001
 1.50002499865e+005	 2.36841140872e+001
 1.60002599856e+005	 2.36835181612e+001
 1.70002699847e+005	 2.36828838786e+001
 1.80002799838e+005	 2.36822112560e+001
 1.90002899829e+005	 2.36815003113e+001
 2.00002999820e+005	 2.36807510634e+001
 2.10003099811e+005	 2.36799635320e+001
 2.20003199802e+005	 2.36791377381e+001
 2.30003299793e+005	 2.36782737035e+001
 2.40003399784e+005	 2.36773714510e+001
 2.50003499775e+005	 2.36764310045e+001
 2.60003599766e+005	 2.36754523888e+001
 2.70003699757e+005	 2.36744356298e+001
 2.80003799748e+005	 2.36733807544e+001
 2.90003899739e+005	 2.36722877903e+001
 3.00003999730e+005	 2.36711567664e+001
 3.10004099721e+005	 2.36699877125e+001
 3.20004199712e+005	 2.36687806593e+001
 3.30004299703e+005	 2.36675356386e+001
 3.40004399694e+005	 2.36662526833e+001
 3.50004499685e+005	 2.36649318269e+001
 3.60004599676e+005	 2.36635731042e+001
 3.70004699667e+005	 2.36621765508e+001
 3.80004799658e+005	 2.36607422034e+001
 3.90004899649e+005	 2.36592700996e+001
 4.00004999640e+005	 2.36577602778e+001
 4.10005099631e+005	 2.36562127777e+001
 4.20005199622e+005	 2.36546276396e+001
 4.30005299613e+005	 2.36530049050e+001
 4.40005399604e+005	 2.36513446162e+001
 4.50005499595e+005	 2.36496468165e+001
 4.60005599586e+005	 2.36479115501e+001
 4.70005699577e+005	 2.36461388622e+001
 4.80005799568e+005	 2.36443287989e+001
 4.90005899559e+005	 2.36424814073e+001
 5.00005999550e+005	 2.36405967351e+001
 5.10006099541e+005	 2.36386748314e+001
 5.20006199532e+005	 2.36367157459e+001
 5.30006299523e+005	 2.36347195293e+001
 5.40006399514e+005	 2.36326862332e+001
 5.50006499505e+005	 2.36306159100e+001
 5.60006599496e+005	 2.36285086132e+001
 5.70006699487e+005	 2.36263643970e+001
 5.80006799478e+005	 2.36241833166e+001
 5.90006899469e+005	 2.36219654281e+001
 6.00006999460e+005	 2.36197107883e+001
 6.10007099451e+005	 2.36174194552e+001
 6.20007199442e+005	 2.36150914873e+001
 6.30007299433e+005	 2.36127269443e+001
 6.40007399424e+005	 2.36103258864e+001
 6.50007499415e+005	 2.36078883751e+001
 6.60007599406e+005	 2.36054144722e+001
 6.70007699397e+005	 2.36029042409e+001
 6.80007799388e+005	 2.36003577449e+001
 6.90007899379e+005	 2.35977750487e+001
 7.00007999370e+005	 2.35951562180e+001
 7.10008099361e+005	 2.35925013188e+001
 7.20008199352e+005	 2.35898104183e+001
 7.30008299343e+005	 2.35870835844e+001
 7.40008399334e+005	 2.35843208858e+001
 7.50008499325e+005	 2.35815223920e+001
 7.60008599316e+005	 2.35786881732e+001
 7.70008699307e+005	 2.35758183007e+001
 7.80008799298e+005	 2.35729128462e+001
 7.90008899289e+005	 2.35699718824e+001
 8.00008999280e+005	 2.35669954827e+001
 8.10009099271e+005	 2.35639837212e+001
 8.20009199262e+005	 2.35609366731e+001
 8.30009299253e+005	 2.35578544138e+001
 8.40009399244e+005	 2.35547370200e+001
 8.50009499235e+005	 2.35515845687e+001
 8.60009599226e+005	 2.35483971379e+001
 8.70009699217e+005	 2.35451748063e+001
 8.80009799208e+005	 2.35419176532e+001
 8.90009899199e+005	 2.35386257587e+001
 9.00009999190e+005	 2.35352992037e+001
 9.10010099181e+005	 2.35319380696e+001
 9.20010199172e+005	 2.35285424387e+001
 9.30010299163e+005	 2.35251123938e+001
 9.40010399154e+005	 2.35216480186e+001
 9.50010499145e+005	 2.35181493973e+001
 9.60010599136e+005	 2.35146166148e+001
 9.70010699127e+005	 2.35110497568e+001
 9.80010799118e+005	 2.35074489096e+001
 9.90010899109e+005	 2.35038141599e+001
 1.00001099910e+006	 2.35001455955e+001
 1.01001109909e+006	 2.34964433045e+001
 1.02001119908e+006	 2.34927073757e+001
 1.03001129907e+006	 2.34889378987e+001
 1.04001139906e+006	 2.34851349635e+001
 1.05001149905e+006	 2.34812986607e+001
 1.06001159905e+006	 2.34774290818e+001
 1.07001169904e+006	 2.34735263186e+001
 1.08001179903e+006	 2.34695904636e+001
 1.09001189902e+006	 2.34656216099e+001
 1.10001199901e+006	 2.34616198511e+001
 1.11001209900e+006	 2.34575852815e+001
 1.12001219899e+006	 2.34535179960e+001
 1.13001229898e+006	 2.34494180897e+001
 1.14001239897e+006	 2.34452856588e+001
 1.15001249896e+006	 2.34411207996e+001
 1.16001259896e+006	 2.34369236090e+001
 1.17001269895e+006	 2.34326941848e+001
 1.18001279894e+006	 2.34284326248e+001
 1.19001289893e+006	 2.34241390277e+001
 1.20001299892e+006	 2.34198134925e+001
 1.21001309891e+006	 2.34154561188e+001
 1.22001319890e+006	 2.34110670067e+001
 1.23001329889e+006	 2.34066462568e+001
 1.24001339888e+006	 2.34021939702e+001
 1.25001349887e+006	 2.33977102482e+001
 1.26001359887e+006	 2.33931951930e+001
 1.27001369886e+006	 2.33886489069e+001
 1.28001379885e+006	 2.33840714930e+001
 1.29001389884e+006	 2.33794630545e+001
 1.30001399883e+006	 2.33748236953e+001
 1.31001409882e+006	 2.33701535195e+001
 1.32001419881e+006	 2.33654526319e+001
 1.33001429880e+006	 2.33607211375e+001
 1.34001439879e+006	 2.33559591418e+001
 1.35001449878e+006	 2.33511667506e+001
 1.36001459878e+006	 2.33463440704e+001
 1.37001469877e+006	 2.33414912077e+001
 1.38001479876e+006	 2.33366082697e+001
 1.39001489875e+006	 2.33316953637e+001
 1.40001499874e+006	 2.33267525977e+001
 1.41001509873e+006	 2.33217800797e+001
 1.42001519872e+006	 2.33167779184e+001
 1.43001529871e+006	 2.33117462226e+001
 1.44001539870e+006	 2.33066851015e+001
 1.45001549869e+006	 2.33015946647e+001
 1.46001559869e+006	 2.32964750221e+001
 1.47001569868e+006	 2.32913262839e+001
 1.48001579867e+006	 2.32861485607e+001
 1.49001589866e+006	 2.32809419632e+001
 1.50001599865e+006	 2.32757066027e+001
 1.51001609864e+006	 2.32704425906e+001
 1.52001619863e+006	 2.32651500385e+001
 1.53001629862e+006	 2.32598290586e+001
 1.54001639861e+006	 2.32544797630e+001
 1.55001649860e+006	 2.32491022644e+001
 1.56001659860e+006	 2.32436966755e+001
 1.57001669859e+006	 2.32382631094e+001
 1.58001679858e+006	 2.32328016794e+001
 1.59001689857e+006	 2.32273124992e+001
 1.60001699856e+006	 2.32217956823e+001
 1.61001709855e+006	 2.32162513430e+001
 1.62001719854e+006	 2.32106795954e+001
 1.63001729853e+006	 2.32050805539e+001
 1.64001739852e+006	 2.31994543333e+001
 1.65001749851e+006	 2.31938010484e+001
 1.66001759851e+006	 2.31881208142e+001
 1.67001769850e+006	 2.31824137460e+001
 1.68001779849e+006	 2.31766799592e+001
 1.69001789848e+006	 2.31709195694e+001
 1.70001799847e+006	 2.31651326925e+001
 1.71001809846e+006	 2.31593194442e+001
 1.72001819845e+006	 2.31534799408e+001
 1.73001829844e+006	 2.31476142985e+001
 1.74001839843e+006	 2.31417226336e+001
 1.75001849842e+006	 2.31358050627e+001
 1.76001859842e+006	 2.31298617024e+001
 1.77001869841e+006	 2.31238926696e+001
 1.78001879840e+006	 2.31178980810e+001
 1.79001889839e+006	 2.31118780538e+001
 1.80001899838e+006	 2.31058327050e+001
 1.81001909837e+006	 2.30997621520e+001
 1.82001919836e+006	 2.30936665119e+001
 1.83001929835e+006	 2.30875459022e+001
 1.84001939834e+006	 2.30814004405e+001
 1.85001949833e+006	 2.30752302442e+001
 1.86001959833e+006	 2.30690354310e+001
 1.87001969832e+006	 2.30628161186e+001
 1.88001979831e+006	 2.30565724248e+001
 1.89001989830e+006	 2.30503044674e+001
 1.90001999829e+006	 2.30440123643e+001
 1.91002009828e+006	 2.30376962334e+001
 1.92002019827e+006	 2.30313561926e+001
 1.93002029826e+006	 2.30249923599e+001
 1.94002039825e+006	 2.30186048533e+001
 1.95002049824e+006	 2.30121937909e+001
 1.96002059824e+006	 2.30057592906e+001
 1.97002069823e+006	 2.29993014707e+001
 1.98002079822e+006	 2.29928204490e+001
 1.99002089821e+006	 2.29863163436e+001
 2.00002099820e+006	 2.29797892727e+001
 2.01002109819e+006	 2.29732393542e+001
 2.02002119818e+006	 2.29666667061e+001
 2.03002129817e+006	 2.29600714465e+001
 2.04002139816e+006	 2.29534536934e+001
 2.05002149815e+006	 2.29468135646e+001
 2.06002159815e+006	 2.29401511780e+001
 2.07002169814e+006	 2.29334666516e+001
 2.08002179813e+006	 2.29267601031e+001
 2.09002189812e+006	 2.29200316502e+001
 2.10002199811e+006	 2.29132814108e+001
 2.11002209810e+006	 2.29065095023e+001
 2.12002219809e+006	 2.28997160425e+001
 2.13002229808e+006	 2.28929011487e+001
 2.14002239807e+006	 2.28860649385e+001
 2.15002249806e+006	 2.28792075290e+001
 2.16002259806e+006	 2.28723290377e+001
 2.17002269805e+006	 2.28654295816e+001
 2.18002279804e+006	 2.28585092779e+001
 2.19002289803e+006	 2.28515682434e+001
 2.20002299802e+006	 2.28446065951e+001
 2.21002309801e+006	 2.28376244496e+001
 2.22002319800e+006	 2.28306219238e+001
 2.23002329799e+006	 2.28235991339e+001
 2.24002339798e+006	 2.28165561966e+001
 2.25002349797e+006	 2.28094932279e+001
 2.26002359797e+006	 2.28024103442e+001
 2.27002369796e+006	 2.27953076613e+001
 2.28002379795e+006	 2.27881852952e+001
 2.29002389794e+006	 2.27810433616e+001
 2.30002399793e+006	 2.27738819760e+001
 2.31002409792e+006	 2.27667012539e+001
 2.32002419791e+006	 2.27595013106e+001
 2.33002429790e+006	 2.27522822612e+001
 2.34002439789e+006	 2.27450442206e+001
 2.35002449788e+006	 2.27377873036e+001
 2.36002459788e+006	 2.27305116249e+001
 2.37002469787e+006	 2.27232172988e+001
 2.38002479786e+006	 2.27159044397e+001
 2.39002489785e+006	 2.27085731616e+001
 2.40002499784e+006	 2.27012235784e+001
 2.41002509783e+006	 2.26938558039e+001
 2.42002519782e+006	 2.26864699515e+001
 2.43002529781e+006	 2.26790661345e+001
 2.44002539780e+006	 2.26716444662e+001
 2.45002549779e+006	 2.26642050593e+001
 2.46002559779e+006	 2.26567480267e+001
 2.47002569778e+006	 2.26492734808e+001
 2.48002579777e+006	 2.26417815338e+001
 2.49002589776e+006	 2.26342722980e+001
 2.50002599775e+006	 2.26267458852e+001
 2.51002609774e+006	 2.26192024069e+001
 2.52002619773e+006	 2.26116419746e+001
 2.53002629772e+006	 2.26040646994e+001
 2.54002639771e+006	 2.25964706924e+001
 2.55002649770e+006	 2.25888600643e+001
 2.56002659770e+006	 2.25812329254e+001
 2.57002669769e+006	 2.25735893861e+001
 2.58002679768e+006	 2.25659295563e+001
 2.59002689767e+006	 2.25582535459e+001
 2.60002699766e+006	 2.25505614642e+001
 2.61002709765e+006	 2.25428534206e+001
 2.62002719764e+006	 2.25351295241e+001
 2.63002729763e+006	 2.25273898833e+001
 2.64002739762e+006	 2.25196346068e+001
 2.65002749761e+006	 2.25118638028e+001
 2.66002759761e+006	 2.25040775793e+001
 2.67002769760e+006	 2.24962760438e+001
 2.68002779759e+006	 2.24884593040e+001
 2.69002789758e+006	 2.24806274668e+001
 2.70002799757e+006	 2.24727806392e+001
 2.71002809756e+006	 2.24649189278e+001
 2.72002819755e+006	 2.24570424388e+001
 2.73002829754e+006	 2.24491512784e+001
 2.74002839753e+006	 2.24412455523e+001
 2.75002849752e+006	 2.24333253659e+001
 2.76002859752e+006	 2.24253908245e+001
 2.77002869751e+006	 2.24174420329e+001
 2.78002879750e+006	 2.24094790957e+001
 2.79002889749e+006	 2.24015021173e+001
