Vgs,Vd=0,Vd=0.5,Vd=1,Vd=1.5,Vd=2,Vd=2.5,Vd=3,Vd=3.5,Vd=4,Vd=4.5,Vd=5,Vd=5.5,Vd=6,Vd=6.5,Vd=7,Vd=7.5,Vd=8
0.0,-3.23877e-06,0.00044686600000000003,0.000573116,0.000798428,0.00112718,0.00155206,0.00208105,0.00272285,0.00343783,0.0041988,0.00500251,0.00586297,0.00676228,0.00767902,0.00862752,0.00960415,0.0106133
0.1,-2.9993000000000002e-06,0.000449823,0.000575557,0.000804969,0.00112727,0.00155138,0.0020863599999999998,0.00272716,0.00344365,0.00420418,0.00501307,0.0058724599999999995,0.0067697,0.00768913,0.00863797,0.009614880000000001,0.010624399999999999
0.2,-2.89989e-06,0.000463997,0.00059644,0.0008263620000000001,0.00116653,0.00160154,0.00214661,0.00279809,0.00353046,0.00430667,0.0051319799999999995,0.006008540000000001,0.00692351,0.00785624,0.00882227,0.00982072,0.0108445
0.30000000000000004,-3.21392e-06,0.0004885649999999999,0.0006268910000000001,0.000868879,0.00121456,0.0016583099999999999,0.00221907,0.00289632,0.0036428999999999997,0.00444283,0.00528412,0.00618182,0.00711073,0.008062,0.00905601,0.0101156,0.011094799999999998
0.4,-3.21344e-06,0.000566112,0.000730477,0.00101682,0.00135096,0.00183826,0.00244094,0.0031641100000000004,0.00393304,0.00475139,0.00562245,0.00656002,0.00751028,0.0084869,0.00950444,0.0105312,0.011593899999999999
0.5,-2.99929e-06,0.000823244,0.00112234,0.00134971,0.00182626,0.00239626,0.00308798,0.0038216199999999995,0.00467959,0.00555732,0.00648102,0.00743929,0.00843461,0.00947627,0.0107459,0.011591599999999999,0.0126797
0.6000000000000001,-3.36305e-06,0.0016378100000000002,0.0018386000000000001,0.00239617,0.0029602,0.00359862,0.0044066,0.005314630000000001,0.00624648,0.00719235,0.00819879,0.009230780000000001,0.010648000000000001,0.0117468,0.0124267,0.013585400000000001,0.0146766
0.7000000000000001,-3.31334e-06,0.0027577,0.0035604599999999997,0.0041367,0.0048528600000000005,0.005794430000000001,0.00684533,0.007891210000000001,0.00883084,0.0099031,0.011566199999999999,0.012674,0.0131542,0.0144281,0.0155305,0.0166852,0.017907
0.8,-3.0986900000000002e-06,0.00512833,0.00613594,0.0069803,0.00806188,0.00920917,0.0110765,0.012181099999999999,0.0133307,0.0145149,0.014956,0.016134299999999997,0.0173268,0.018578499999999998,0.0198435,0.0211381,0.0224788
0.9,-3.0987e-06,0.00869633,0.0104645,0.011741699999999999,0.0130381,0.0145042,0.0150749,0.0163319,0.0175023,0.018837,0.0201245,0.0214178,0.0226413,0.023974000000000002,0.025426999999999998,0.026705,0.0283201
1.0,-3.46246e-06,0.0129197,0.014573299999999999,0.0160425,0.0175568,0.019323899999999998,0.0208749,0.0223095,0.0246769,0.024939,0.0263315,0.0276583,0.0292655,0.0306126,0.0319606,0.0334489,0.0350081
1.1,-3.41269e-06,0.0165047,0.0203502,0.0222985,0.0242331,0.0260114,0.0279088,0.029215,0.0306808,0.0321696,0.0336843,0.0352067,0.036756199999999996,0.0380965,0.0397208,0.0413327,0.0429658
1.2000000000000002,-3.17327e-06,0.0207863,0.0268969,0.029295500000000002,0.0314807,0.0335212,0.035416800000000005,0.0371564,0.0387129,0.0402531,0.041804100000000004,0.04335629999999999,0.0449481,0.0466313,0.0483034,0.0500469,0.0518586
1.3,-3.46246e-06,0.0250645,0.0346927,0.037459200000000005,0.0398232,0.0423343,0.0444486,0.0465027,0.047706,0.0495514,0.0511283,0.0526673,0.054558600000000006,0.0562313,0.0580771,0.059814900000000004,0.0619742
1.4000000000000001,-3.4873e-06,0.0289465,0.0428442,0.0461852,0.0489687,0.0515796,0.0539508,0.0559222,0.0575609,0.0593961,0.0610691,0.06307489999999999,0.0644519,0.0665114,0.0683467,0.0704531,0.0726734
1.5,-3.17326e-06,0.032426699999999996,0.0515699,0.056192900000000004,0.059237899999999996,0.0621735,0.06455949999999999,0.0664772,0.0684626,0.0702918,0.07202549999999999,0.0738462,0.07576759999999999,0.07777790000000001,0.07995719999999999,0.0821694,0.0845547
1.6,-3.38749e-06,0.035694800000000006,0.0597359,0.0669971,0.0701972,0.0734887,0.0757737,0.07773100000000001,0.0789017,0.0818153,0.0832132,0.08568210000000001,0.0876005,0.08977310000000001,0.0921949,0.09438629999999999,0.0970745
1.7000000000000002,-3.51217e-06,0.0388108,0.06772360000000001,0.0776075,0.0814446,0.0848701,0.087568,0.0899808,0.0919561,0.0940825,0.0959854,0.0980928,0.0897172,0.104769,0.107224,0.109848,0.112805
1.8,-3.13052e-06,0.041469900000000004,0.07566250000000001,0.08947519999999999,0.0940947,0.0971954,0.102603,0.104928,0.107126,0.109404,0.11157299999999999,0.11360300000000001,0.0896969,0.115876,0.11858099999999999,0.12124,0.124438
1.9000000000000001,-3.17328e-06,0.0440699,0.0826403,0.103329,0.108939,0.112942,0.11347499999999999,0.11610999999999999,0.11840700000000001,0.121207,0.122783,0.12495200000000001,0.089707,0.130073,0.132491,0.13569799999999999,0.138817
2.0,-3.61158e-06,0.046545300000000005,0.0894917,0.113015,0.108955,0.124373,0.127786,0.130301,0.13280599999999998,0.13292600000000002,0.13630599999999998,0.139882,0.0897078,0.14455199999999999,0.147411,0.150565,0.15424300000000002
2.1,-3.56184e-06,0.0488404,0.0962454,0.12465299999999999,0.10903299999999999,0.138886,0.142656,0.144818,0.147977,0.150091,0.152477,0.15474,0.0897225,0.16008799999999998,0.16311799999999999,0.166302,0.17019800000000002
2.2,-3.37209e-06,0.0510114,0.10319199999999999,0.135571,0.109038,0.15360300000000002,0.157345,0.160065,0.16328299999999998,0.165519,0.168007,0.170462,0.0897099,0.175843,0.17890199999999998,0.182453,0.186606
2.3000000000000003,-3.53703e-06,0.0530549,0.10795099999999999,0.146099,0.10893800000000001,0.169226,0.172547,0.175671,0.17849900000000002,0.181658,0.18394,0.186551,0.0896878,0.192055,0.195165,0.199149,0.189578
2.4000000000000004,-3.4873199999999998e-06,0.0534081,0.11344,0.156203,0.109014,0.18453,0.188772,0.191958,0.194976,0.198213,0.200694,0.203048,0.20524799999999999,0.209281,0.212339,0.21624000000000002,0.189618
2.5,-3.14839e-06,0.0534343,0.118823,0.16604,0.109005,0.20086099999999998,0.191755,0.20919,0.21225000000000002,0.215624,0.218096,0.220683,0.223957,0.226598,0.23013499999999998,0.23431,0.189624
2.6,-3.1981399999999998e-06,0.053444900000000004,0.123034,0.17544500000000002,0.108999,0.217376,0.191709,0.226416,0.229796,0.233188,0.23579699999999998,0.238477,0.241437,0.244588,0.24831499999999998,0.25285,0.18964
2.7,-3.56188e-06,0.053421699999999996,0.12863300000000003,0.18490600000000001,0.154305,0.23425200000000002,0.19176800000000002,0.24391300000000002,0.247666,0.252093,0.253921,0.256724,0.25990399999999997,0.262951,0.266762,0.27093799999999996,0.189634
2.8000000000000003,-3.5121399999999996e-06,0.0534355,0.133206,0.192581,0.229774,0.251591,0.191807,0.261919,0.26580499999999996,0.271017,0.272317,0.275195,0.279078,0.281602,0.28548799999999996,0.28967899999999996,0.189648
2.9000000000000004,-3.32237e-06,0.053422199999999996,0.137741,0.20074,0.24522999999999998,0.268069,0.191807,0.265365,0.28477800000000003,0.289114,0.29144000000000003,0.294474,0.29820800000000003,0.301207,0.30463,0.309143,0.24779
3.0,-3.61159e-06,0.053418799999999995,0.141993,0.208659,0.25771499999999997,0.28502099999999997,0.191809,0.265425,0.30389499999999997,0.308054,0.311377,0.314185,0.317719,0.32084300000000004,0.325069,0.329215,0.333388
3.1,-3.51217e-06,0.0592823,0.14607699999999998,0.21623599999999998,0.269435,0.3012,0.19175799999999998,0.26539100000000004,0.323476,0.32957400000000003,0.331063,0.334196,0.337476,0.34173899999999996,0.34343999999999997,0.348554,0.355215
